Custcode,Partno,Brand,Areano,Dnno,qty,amt,cost,profit,gp,sales,months,place,type
10007,10002,10002,1003,884,8930,8724.65,8464.9613,259.6887,0.03 ,10005,91,10004,0
10004,10001,10001,1006,61,3500,6784.75,5581.149,1203.601,0.18 ,10001,45,10001,0
10004,10001,10001,1006,61,3500,6784.75,5581.149,1203.601,0.18 ,10001,45,10001,0
10001,10001,10001,1013,2074,63000,122125.5,100460.619,21664.881,0.18 ,10002,44,10002,0
10002,10001,10001,1006,1508,3500,6784.75,5581.149,1203.601,0.18 ,10002,44,10002,0
10002,10001,10001,1006,1508,3500,6784.75,5581.149,1203.601,0.18 ,10002,44,10002,0
10002,10001,10001,1006,1508,7000,13569.5,11162.256,2407.244,0.18 ,10002,44,10002,0
10002,10001,10001,1006,1508,10500,20354.25,16739.3205,3614.9295,0.18 ,10002,44,10002,0
10002,10001,10001,1006,1508,3500,6784.75,5579.777,1204.973,0.18 ,10002,44,10002,0
10002,10001,10001,1006,1508,10500,20354.25,16739.3205,3614.9295,0.18 ,10002,44,10002,0
10002,10001,10001,1006,1508,10500,20354.25,16739.3205,3614.9295,0.18 ,10002,44,10002,0
10003,10001,10001,1002,1241,3500,6784.75,5581.149,1203.601,0.18 ,10002,44,10002,0
10004,10001,10001,1006,61,3500,6784.75,5579.777,1204.973,0.18 ,10001,45,10001,0
10004,10001,10001,1006,61,3500,6784.75,5579.777,1204.973,0.18 ,10001,45,10001,0
10001,10001,10001,1013,2074,28000,54278,44638.216,9639.784,0.18 ,10002,44,10002,0
10001,10001,10001,1013,2074,7000,13569.5,11159.554,2409.946,0.18 ,10002,44,10002,0
10007,10002,10002,1003,884,9500,9281.54,9003.0835,278.4565,0.03 ,10005,91,10004,0
10007,10002,10002,1003,884,9500,9281.54,9003.0835,278.4565,0.03 ,10005,91,10004,0
10008,10003,10003,1005,1055,20000,15508,10235.28,5272.72,0.34 ,10006,87,10005,0
10008,10003,10003,1005,1055,10000,7754,5117.64,2636.36,0.34 ,10006,87,10005,0
10004,10001,10001,1006,61,7000,13569.5,11159.561,2409.939,0.18 ,10001,46,10001,0
10004,10001,10001,1006,61,3500,6784.75,5579.7805,1204.9695,0.18 ,10001,46,10001,0
10009,10004,10002,1005,2162,2000,1985.02,1925.47,59.55,0.03 ,10007,44,10006,0
10003,10001,10001,1002,1241,3500,6782.39,5579.7805,1202.6095,0.18 ,10002,45,10002,0
10001,10001,10001,1013,2074,21000,40694.33,33478.662,7215.668,0.18 ,10002,45,10002,0
10001,10001,10001,1013,2074,17500,33911.94,27898.885,6013.055,0.18 ,10002,45,10002,0
10004,10001,10001,1006,61,3500,6782.39,5579.7805,1202.6095,0.18 ,10001,46,10001,0
10004,10001,10001,1006,61,14000,27129.55,22319.108,4810.442,0.18 ,10001,46,10001,0
10001,10001,10001,1013,2074,45500,88171.04,72537.101,15633.939,0.18 ,10002,45,10002,0
10004,10001,10001,1006,61,3500,6782.39,5579.7805,1202.6095,0.18 ,10001,46,10001,0
10004,10001,10001,1006,61,3500,6782.39,5579.7805,1202.6095,0.18 ,10001,46,10001,0
10004,10001,10001,1006,61,7000,13564.78,11159.561,2405.219,0.18 ,10001,46,10001,0
10002,10001,10001,1005,1124,10500,20347.16,16735.4355,3611.7245,0.18 ,10002,45,10002,0
10002,10001,10001,1005,1124,14000,27129.55,22311.338,4818.212,0.18 ,10002,45,10002,0
10002,10001,10001,1005,1124,7000,13564.78,11155.669,2409.111,0.18 ,10002,45,10002,0
10002,10001,10001,1005,1124,500,968.91,796.83,172.08,0.18 ,10002,45,10002,0
10002,10001,10001,1005,1124,3000,5813.46,4781.001,1032.459,0.18 ,10002,45,10002,0
10002,10001,10001,1005,1124,17500,33911.94,27889.1725,6022.7675,0.18 ,10002,45,10002,0
10001,10001,10001,1013,2074,14000,27129.55,22311.338,4818.212,0.18 ,10002,46,10002,0
10005,10002,10002,1002,1404,9500,9280.94,9003.093,277.847,0.03 ,10003,12,10003,1
10003,10001,10001,1002,1241,3500,6784.31,5577.831,1206.479,0.18 ,10002,46,10002,0
10001,10001,10001,1013,2074,42000,81411.75,66934.014,14477.736,0.18 ,10002,46,10002,0
10007,10002,10002,1003,884,19000,18561.88,18006.186,555.694,0.03 ,10005,93,10004,0
10009,10004,10002,1005,2162,4000,3969.79,3849.612,120.178,0.03 ,10008,23,10004,0
10005,10002,10002,1002,1404,9500,9280.94,9003.1025,277.8375,0.03 ,10003,12,10003,1
10010,10002,10002,1003,1619,9500,11048.74,9003.093,2045.647,0.19 ,10009,24,10007,0
10009,10004,10002,1005,2162,6000,5954.69,5774.412,180.278,0.03 ,10008,23,10004,0
10001,10001,10001,1013,2074,3500,6784.31,5577.831,1206.479,0.18 ,10002,46,10002,0
10001,10001,10001,1013,2074,14000,27137.25,22311.338,4825.912,0.18 ,10002,46,10002,0
10001,10001,10001,1013,2074,42000,81411.75,66934.014,14477.736,0.18 ,10002,46,10002,0
10011,10002,10002,1002,1343,1045,1174.89,990.2796,184.6104,0.16 ,10003,12,10003,0
10002,10001,10001,1005,1124,3500,6784.31,5577.831,1206.479,0.18 ,10002,46,10002,0
10002,10001,10001,1005,1124,3500,6784.31,5577.831,1206.479,0.18 ,10002,46,10002,0
10002,10001,10001,1005,1124,3500,6784.31,5577.831,1206.479,0.18 ,10002,46,10002,0
10002,10001,10001,1005,1124,10500,20352.94,16733.5035,3619.4365,0.18 ,10002,46,10002,0
10002,10001,10001,1005,1124,3500,6784.31,5577.831,1206.479,0.18 ,10002,46,10002,0
10002,10001,10001,1005,1124,17500,33921.56,27889.2775,6032.2825,0.18 ,10002,46,10002,0
10001,10001,10001,1013,2074,42000,81411.75,66934.014,14477.736,0.18 ,10002,46,10002,0
10001,10001,10001,1013,2074,24500,47490.19,39044.8415,8445.3485,0.18 ,10002,46,10002,0
10012,10002,10002,1006,440,9500,10312.16,9271.9525,1040.2075,0.10 ,10010,1,10004,0
10005,10002,10002,1006,975,9500,9133.62,10002.7875,-869.1675,-0.10 ,10003,13,10003,0
10004,10001,10001,1006,61,3500,6784.31,5577.831,1206.479,0.18 ,10001,48,10001,0
10004,10001,10001,1006,61,3500,6784.31,5577.831,1206.479,0.18 ,10001,48,10001,0
10004,10001,10001,1006,61,3500,6784.31,5577.831,1206.479,0.18 ,10001,48,10001,0
10004,10001,10001,1006,61,24500,47490.19,39044.8415,8445.3485,0.18 ,10001,48,10001,0
10003,10001,10001,1002,1241,10500,20352.93,16733.5035,3619.4265,0.18 ,10002,47,10002,0
10009,10004,10002,1005,2162,2000,1984.9,1924.8,60.1,0.03 ,10008,24,10004,0
10010,10002,10002,1009,1234,9500,11045.6,8859.6145,2185.9855,0.20 ,10009,25,10007,0
10001,10001,10001,1013,2074,17500,33911.94,27889.1725,6022.7675,0.18 ,10002,47,10002,0
10001,10001,10001,1013,2074,7000,13564.78,11155.669,2409.111,0.18 ,10002,47,10002,0
10009,10004,10002,1005,2162,6000,5953,5774.412,178.588,0.03 ,10008,24,10004,0
10004,10001,10001,1006,61,3500,6782.39,5577.831,1204.559,0.18 ,10001,48,10001,0
10005,10002,10002,1006,975,38000,36524.13,35438.458,1085.672,0.03 ,10003,13,10003,0
10005,10002,10002,1006,975,9500,9131.03,9485.598,-354.568,-0.04 ,10003,13,10003,0
10009,10004,10002,1005,2162,10000,9921.66,9578.9,342.76,0.03 ,10008,24,10004,0
10005,10002,10002,1006,975,76000,73048.24,72851.32,196.92,0.00 ,10003,13,10003,0
10001,10001,10001,1013,2074,10500,20347.16,16733.5035,3613.6565,0.18 ,10002,47,10002,0
10004,10001,10001,1006,61,3500,6782.39,5577.831,1204.559,0.18 ,10001,48,10001,0
10004,10001,10001,1006,61,7000,13564.78,11155.669,2409.111,0.18 ,10001,48,10001,0
10012,10002,10002,1006,440,9500,10309.23,8428.533,1880.697,0.18 ,10010,2,10004,0
10012,10002,10002,1006,440,9500,10309.23,8428.533,1880.697,0.18 ,10010,2,10004,0
10013,10004,10002,1013,1750,2000,1937.83,1924.8,13.03,0.01 ,10010,2,10004,0
10014,10003,10003,1005,677,15000,9069.02,7210.755,1858.265,0.20 ,10011,32,10003,0
10005,10002,10002,1006,975,57000,52135.24,50571.198,1564.042,0.03 ,10003,13,10003,0
10001,10001,10001,1013,2074,14000,27129.9,22311.338,4818.562,0.18 ,10002,48,10002,0
10005,10002,10002,1006,975,9500,8689.21,8428.533,260.677,0.03 ,10003,14,10003,0
10007,10002,10002,1003,884,19000,18262.3,16857.066,1405.234,0.08 ,10008,25,10004,0
10004,10001,10001,1006,61,3500,6782.48,5577.831,1204.649,0.18 ,10001,49,10001,0
10004,10001,10001,1006,61,7000,13564.95,11155.669,2409.281,0.18 ,10001,49,10001,0
10004,10001,10001,1006,61,17500,33912.38,27889.1725,6023.2075,0.18 ,10001,49,10001,0
10005,10002,10002,1006,975,57000,52135.92,50571.198,1564.722,0.03 ,10008,25,10004,0
10005,10002,10002,1006,975,9500,8689.31,8428.533,260.777,0.03 ,10008,25,10004,0
10003,10001,10001,1002,1241,3500,6782.48,5577.831,1204.649,0.18 ,10002,48,10002,0
10003,10001,10001,1002,1241,3500,6782.47,5577.831,1204.639,0.18 ,10002,48,10002,0
10004,10001,10001,1006,61,3500,6782.47,5577.831,1204.639,0.18 ,10001,49,10001,0
10012,10002,10002,1006,440,9500,10309.36,8428.533,1880.827,0.18 ,10010,3,10004,0
10005,10002,10002,1006,975,57000,52135.92,50571.768,1564.152,0.03 ,10008,25,10004,0
10012,10002,10002,1006,440,9500,10309.36,8428.533,1880.827,0.18 ,10010,3,10004,0
10001,10001,10001,1013,2074,10500,20347.43,16733.5035,3613.9265,0.18 ,10002,48,10002,0
10005,10002,10002,1006,975,19000,17378.64,16857.275,521.365,0.03 ,10008,25,10004,0
10005,10002,10002,1006,975,19000,17378.64,16857.294,521.346,0.03 ,10008,25,10004,0
10001,10001,10001,1013,2074,14000,27129.9,22311.338,4818.562,0.18 ,10002,48,10002,0
10015,10001,10001,1006,1701,3500,6782.48,5577.831,1204.649,0.18 ,10001,49,10001,0
10004,10001,10001,1006,61,14000,27129.9,22311.338,4818.562,0.18 ,10001,49,10001,0
10004,10001,10001,1006,61,7000,13564.95,11155.669,2409.281,0.18 ,10001,49,10001,0
10004,10001,10001,1006,61,10500,20347.43,16733.5035,3613.9265,0.18 ,10001,49,10001,0
10005,10002,10002,1006,975,57000,52135.92,50571.825,1564.095,0.03 ,10008,25,10004,0
10009,10004,10002,1005,2162,4000,3968.72,3849.612,119.108,0.03 ,10008,25,10004,0
10009,10004,10002,1005,2162,6000,5953.08,5774.412,178.668,0.03 ,10008,25,10004,0
10001,10001,10001,1013,2074,3500,6782.48,5577.831,1204.649,0.18 ,10002,48,10002,0
10001,10001,10001,1013,2074,10500,20347.43,16733.5035,3613.9265,0.18 ,10002,48,10002,0
10001,10001,10001,1013,2074,3500,6782.48,5577.831,1204.649,0.18 ,10002,48,10002,0
10001,10001,10001,1013,2074,31500,61042.26,50200.5105,10841.7495,0.18 ,10002,48,10002,0
10007,10002,10002,1003,884,19000,18262.3,16857.275,1405.025,0.08 ,10008,25,10004,0
10002,10001,10001,1005,1124,7000,13564.95,11155.669,2409.281,0.18 ,10002,49,10002,0
10002,10001,10001,1005,1124,3500,6782.48,5577.831,1204.649,0.18 ,10002,49,10002,0
10005,10002,10002,1006,975,66500,60825.24,59000.4625,1824.7775,0.03 ,10008,26,10004,0
10012,10002,10002,1006,440,28500,27835.28,25285.941,2549.339,0.09 ,10010,4,10004,0
10002,10001,10001,1005,1124,3500,6782.48,5577.831,1204.649,0.18 ,10002,49,10002,0
10002,10001,10001,1005,1124,14000,27129.9,22311.52,4818.38,0.18 ,10002,49,10002,0
10004,10001,10001,1006,61,7000,13564.95,11155.823,2409.127,0.18 ,10001,50,10001,0
10004,10001,10001,1006,61,3500,6782.48,5577.9115,1204.5685,0.18 ,10001,50,10001,0
10004,10001,10001,1006,61,3500,6782.48,5577.9115,1204.5685,0.18 ,10001,50,10001,0
10016,10002,10002,1014,1464,9500,10307.5,8427.1175,1880.3825,0.18 ,10012,70,10004,0
10017,10002,10002,1003,808,9500,11043.75,8427.906,2615.844,0.24 ,10013,72,10003,0
10005,10002,10002,1006,975,123500,112940.75,109552.5275,3388.2225,0.03 ,10008,26,10004,0
10005,10002,10002,1006,975,9500,8687.75,8427.1175,260.6325,0.03 ,10008,26,10004,0
10009,10004,10002,1005,2162,2000,1984,1924.8,59.2,0.03 ,10008,26,10004,0
10009,10004,10002,1005,2162,2000,1984,1924.8,59.2,0.03 ,10008,26,10004,0
10001,10001,10001,1013,2074,35000,67812.5,55779.08,12033.42,0.18 ,10002,49,10002,0
10001,10001,10001,1013,2074,31500,61031.25,50201.172,10830.078,0.18 ,10002,49,10002,0
10001,10001,10001,1013,2074,21000,40687.5,33467.448,7220.052,0.18 ,10002,49,10002,0
10001,10001,10001,1013,2074,21000,40687.5,33467.448,7220.052,0.18 ,10002,49,10002,0
10007,10002,10002,1003,884,19000,17670,16854.235,815.765,0.05 ,10008,26,10004,0
10018,10002,10002,1005,1543,45,62.78,42.62,20.16,0.32 ,10014,2,10004,0
10005,10002,10002,1006,975,66500,60814.25,58989.8225,1824.4275,0.03 ,10008,26,10004,0
10005,10002,10002,1006,975,28500,26063.25,25281.3525,781.8975,0.03 ,10008,26,10004,0
10005,10002,10002,1006,975,19000,17375.5,16854.235,521.265,0.03 ,10008,26,10004,0
10005,10002,10002,1006,975,38000,34751,35708.144,-957.144,-0.03 ,10008,26,10004,0
10009,10004,10002,1005,2162,2000,1968.5,1924.8,43.7,0.02 ,10008,26,10004,0
10005,10002,10002,1006,983,19000,17383.35,18501.535,-1118.185,-0.06 ,10008,26,10004,1
10005,10002,10002,1006,983,38000,34766.69,34486.596,280.094,0.01 ,10008,26,10004,1
10001,10001,10001,1013,2074,35000,67812.5,55779.08,12033.42,0.18 ,10002,49,10002,0
10001,10001,10001,1013,2074,3500,6781.23,5577.9115,1203.3185,0.18 ,10002,49,10002,0
10012,10002,10002,1006,440,19000,18553.5,16854.235,1699.265,0.09 ,10010,4,10004,0
10012,10002,10002,1006,440,19000,18553.5,16854.235,1699.265,0.09 ,10010,4,10004,0
10002,10001,10001,1005,1124,3500,6781.25,5577.9115,1203.3385,0.18 ,10002,49,10002,0
10002,10001,10001,1005,1124,3500,6781.25,5577.9115,1203.3385,0.18 ,10002,49,10002,0
10002,10001,10001,1005,1124,3500,6781.25,5577.9115,1203.3385,0.18 ,10002,49,10002,0
10002,10001,10001,1005,1124,14000,27125,22311.632,4813.368,0.18 ,10002,49,10002,0
10002,10001,10001,1005,1124,3500,6781.25,5577.9115,1203.3385,0.18 ,10002,49,10002,0
10002,10001,10001,1005,1124,7000,13562.5,11155.823,2406.677,0.18 ,10002,49,10002,0
10002,10001,10001,1005,1124,7000,13562.5,11155.823,2406.677,0.18 ,10002,49,10002,0
10019,10003,10003,1006,1311,15000,8486.25,7210.755,1275.495,0.15 ,10015,4,10004,0
10020,10003,10003,1005,2025,10000,5657.5,4807.17,850.33,0.15 ,10016,85,10004,0
10020,10003,10003,1005,2025,20000,11315,9614.34,1700.66,0.15 ,10016,85,10004,0
10005,10002,10002,1006,975,9500,8687.75,8427.1175,260.6325,0.03 ,10008,26,10004,0
10003,10001,10001,1002,1241,3500,6781.25,5577.9115,1203.3385,0.18 ,10002,49,10002,0
10003,10001,10001,1002,1241,3500,6781.25,5577.9115,1203.3385,0.18 ,10002,49,10002,0
10021,10003,10003,1005,1055,120000,63240,57686.04,5553.96,0.09 ,10017,69,10004,1
10005,10002,10002,1006,975,285000,260632.5,252813.525,7818.975,0.03 ,10008,26,10004,0
10004,10001,10001,1006,61,10500,20343.74,16733.724,3610.016,0.18 ,10001,50,10001,0
10005,10002,10002,1006,359,209000,191216.82,185396.585,5820.235,0.03 ,10008,27,10004,1
10005,10002,10002,1006,359,19000,17383.34,16854.235,529.105,0.03 ,10008,27,10004,1
10020,10003,10003,1005,2025,10000,5657.5,4805.81,851.69,0.15 ,10016,86,10004,0
10020,10003,10003,1005,2025,20000,10850,9611.62,1238.38,0.11 ,10016,86,10004,0
10001,10001,10001,1013,2074,42000,81375,66934.896,14440.104,0.18 ,10002,50,10002,0
10001,10001,10001,1013,2074,3500,6781.25,5577.9115,1203.3385,0.18 ,10002,50,10002,0
10001,10001,10001,1013,2074,14000,27125,22311.562,4813.438,0.18 ,10002,50,10002,0
10001,10001,10001,1013,2074,70000,135625,111558.16,24066.84,0.18 ,10002,50,10002,0
10001,10001,10001,1013,2074,31500,61031.25,46317.852,14713.398,0.24 ,10002,50,10002,0
10021,10003,10003,1005,1055,30000,15809.8,14419.17,1390.63,0.09 ,10017,70,10004,1
10021,10003,10003,1005,1055,60000,31619.59,28838.34,2781.25,0.09 ,10017,70,10004,1
10009,10004,10002,1005,2162,2000,1969.39,1924.8,44.59,0.02 ,10008,27,10004,0
10009,10004,10002,1005,2162,2000,1969.39,1924.8,44.59,0.02 ,10008,27,10004,0
10009,10004,10002,1005,2162,2000,1969.37,1924.81,44.56,0.02 ,10008,27,10004,0
10020,10003,10003,1005,2025,10000,5424.93,4805.81,619.12,0.11 ,10016,86,10004,0
10020,10003,10003,1005,2025,20000,10849.86,9611.62,1238.24,0.11 ,10016,86,10004,0
10015,10001,10001,1006,1701,3500,6781.16,5146.4315,1634.7285,0.24 ,10001,51,10001,0
10001,10001,10001,1013,2074,28000,54249.3,41171.424,13077.876,0.24 ,10002,50,10002,0
10019,10003,10003,1006,1311,15000,8137.4,7208.715,928.685,0.11 ,10015,5,10004,0
10019,10003,10003,1006,1311,15000,8137.4,7208.715,928.685,0.11 ,10015,5,10004,0
10009,10004,10002,1005,2162,6000,5951.92,5728.26,223.66,0.04 ,10008,27,10004,0
10003,10001,10001,1002,1241,10500,20343.49,15439.284,4904.206,0.24 ,10002,50,10002,0
10004,10001,10001,1006,61,17500,33905.81,25732.14,8173.67,0.24 ,10001,51,10001,0
10004,10001,10001,1006,61,3500,6781.16,5146.4315,1634.7285,0.24 ,10001,51,10001,0
10004,10001,10001,1006,61,10500,20343.49,15439.284,4904.206,0.24 ,10001,51,10001,0
10004,10001,10001,1006,61,21000,40686.98,30878.568,9808.412,0.24 ,10001,51,10001,0
10021,10003,10003,1005,1055,30000,15809.8,14421.51,1388.29,0.09 ,10017,70,10004,1
10021,10003,10003,1005,1055,60000,31619.59,28841.88,2777.71,0.09 ,10017,70,10004,1
10021,10003,10003,1005,1055,35000,18444.76,16825.095,1619.665,0.09 ,10017,70,10004,1
10021,10003,10003,1005,1055,10000,5269.93,4807.17,462.76,0.09 ,10017,70,10004,1
10012,10002,10002,1006,440,9500,9280.94,8427.0605,853.8795,0.09 ,10010,5,10004,0
10012,10002,10002,1006,440,19000,18561.88,16854.026,1707.854,0.09 ,10010,5,10004,0
10001,10001,10001,1013,2074,21000,40686.98,30878.568,9808.412,0.24 ,10002,50,10002,0
10001,10001,10001,1013,2074,28000,54249.3,41171.424,13077.876,0.24 ,10002,50,10002,0
10005,10002,10002,1006,975,47500,43438.19,42135.065,1303.125,0.03 ,10008,27,10004,0
10005,10002,10002,1006,975,133000,121626.93,118837.761,2789.169,0.02 ,10008,27,10004,0
10004,10001,10001,1006,61,3500,6781.14,5146.4315,1634.7085,0.24 ,10001,51,10001,0
10021,10003,10003,1005,1055,15000,7904.9,7210.755,694.145,0.09 ,10017,70,10004,1
10020,10003,10003,1005,2025,20000,10849.86,9611.62,1238.24,0.11 ,10016,86,10004,0
10020,10003,10003,1005,2025,10000,5424.93,4805.81,619.12,0.11 ,10016,86,10004,0
10020,10003,10003,1005,2025,5000,2712.47,2402.91,309.56,0.11 ,10016,86,10004,0
10005,10002,10002,1006,975,237500,217190.95,210958.1875,6232.7625,0.03 ,10008,27,10004,0
